,input,output
1442,summary the centers for disease control and prevention cdc continues to closely monitor and respond to the covid-19 outbreak caused by the novel coronavirus sars cov-2. this cdc health alert network han update highlights guidance and recommendations for evaluating and identifying patients who should be tested for covid-19 that were shared on march 4 2020 on the cdc covid-19 website at https://www.cdc.gov/coronavirus/2019-ncov/hcp/clinical-criteria.html. it supersedes the guidance and r. ,0
1443,what is the current situation. cdc typically posts travel health notices for countries and other international destinations not conveyances such as ships airplanes or trains. because of the unprecedented nature of the novel coronavirus pandemic and the increased risk of transmission of covid-19 on cruise ships the us government is advising us travelers to defer all cruise travel. recent reports of covid-19 on cruises highlight the risk of infections to cruise passengers and crew. like ma. ,0
1444,community- and faith based organizations are encouraged to prepare for the possibility of a coronavirus disease 2019 covid-19 outbreak in their communities. use this checklist to protect the health of those you serve and staff in your care. also view a handout from hhs that includes recommended preventative practices and faqs for faith based and community leaders pdf icon[pdf 917 kb]external icon. ,0
1445,,0
1446,on march 3 2020 this report was posted online as an mmwr early release. in december 2019 an outbreak of coronavirus disease 2019 covid-19 caused by the virus sars cov-2 began in wuhan china 1. the disease spread widely in china and as of february 26 2020 covid-19 cases had been identified in 36 other countries and territories including the united states. person to person transmission has been widely documented and a limited number of countries have reported sustained person to p. ,0
1447,,0
1448,,0
1449,"as of february 24 2020 a total of 1,336 cdc staff members have been involved in the covid-19 response including clinicians i.e. physicians nurses and pharmacists epidemiologists veterinarians laboratorians communicators data scientists and modelers and coordination staff members. of these cdc staff members 497 37 have been deployed to 39 locations in the united states and internationally including cdc quarantine stations at u.s. ports of entry state and local health departmen. ",0
1450,we ca nt seem to find the page you were looking for. please try our search or a z index. ,0
1451,front line healthcare personnel in the united states should be prepared to evaluate patients for coronavirus disease 2019 covid-19. the following checklist highlights key steps for healthcare personnel in preparation for transport and arrival of patients with confirmed or possible covid-19. stay up to date on the latest information about signs and symptoms viral testing and case definitions for coronavirus disease 2019. review your infection prevention and control policies and cdc infe. ,0
1452,early detection prevention and control of coronavirus disease 2019 covid-19 on ships is important to protect the health of travelers on ships and to avoid transmission of the virus by disembarking passengers and crew members who are suspected of having covid-19. the latest situation summary updates are available on cdcs web page coronavirus disease 2019. this document provides guidance for ships originating from or stopping in the united states to help prevent detect and medically man. ,0
1453,sars cov-2 the virus that causes covid-19 was isolated in the laboratory and is available for research by the scientific and medical community. one important way that cdc has supported global efforts to study and learn about sars cov-2 in the laboratory was by growing the virus in cell culture and ensuring that it was widely available. researchers in the scientific and medical community can use virus obtained from this work in their studies. cdc is using sars cov-2 in various ways including. ,0
1454,who and the european investment bank enhance cooperation to support countries in addressing the health impact of covid-19 the first phase will address urgent needs and strengthen primary health care in ten african countries enhanced who eib partnership will scale up financing to assure the chain of essential supplies including personal protective equipment diagnostics and clinical management new initiative will accelerate investment in health preparedness and primary health care with. ,0
1455,"heads of state and global health leaders today made an unprecedented commitment to work together to accelerate the development and production of new vaccines tests and treatments for covid-19 and assure equitable access worldwide. the covid-19 pandemic has already affected more than 2.4 million people killing over 160,000. it is taking a huge toll on families societies health systems and economies around the world and for as long as this virus threatens any country the entire world is a. ",0
1456,milan has gone completely quiet says valentina tommasi an italian nurse and professor. there is no traffic no people in the city. but inside milans hospitals there are more people than ever thought possible including hundreds of nurses like valentina caring for patients critically ill with covid19. valentina is helping to organize beds in the mornings and in the afternoons she s teaching nurses online. we need nurses to continue their education and graduate because right now we ne. ,0
1457,geneva and washington d.c. a new coronavirus disease covid-19 solidarity response fund will raise money from a wide range of donors to support the work of the world health organization who and partners to help countries respond to the covid-19 pandemic. the fund the first of its kind enables private individuals corporations and institutions anywhere in the world to come together to directly contribute to global response efforts and has been created by the united nations foundation and. ,0
1458,algeria with the second highest covid-19 cases in africa set up a call centre in the capital algiers on 26 february a day after it confirmed the first case of the virus to boost early detection and help contain wider spread of the disease. around 10 days after being established more than 46 000 people had called the centres 24-hour toll free number. amid answering dozens of calls dr bahia bousri explains that she mainly provides callers with information about the disease and if there is. ,0
1459,geneva. the world health organization who global tb programme along with who regional and country offices has developed an information note in collaboration with stakeholders. this note is intended to assist national tb programmes and health personnel to urgently maintain continuity of essential services for people affected with tb during the covid-19 pandemic driven by innovative people centred approaches as well as maximizing joint support to tackle both diseases. it is important that t. ,0
1460,who resources for protection of health workers and emergency responders the protection of health workers is one of the priorities for the response to covid19 outbreaks. occupational health services in health care facilities have an important role for protecting health workers and ensuring the business continuity of health care services. corona virus disease covid-19 outbreak rights roles and responsibilities of health workers including key considerations for occupational safety and healt. ,0
1461,who supported romanias 24h/7 national hotline tel verde green line. the line has answered over 150 000 calls from romanians asking for the latest information and advice on covid-19. the hotline employs medical and health experts. the hotline serves three critical purposes to respond to covid19 who europe provides financial support to engage responders technical assistance to the romanian authorities and green line on logistical planning and rapid fact checking as well as background doc. ,0
1462,who and unicef today announced an agreement to work together on covid-19 response through the historic covid-19 solidarity response fund powered by the united nations foundation and swiss philanthropy foundation. the covid-19 solidarity response fund has been set up to facilitate an unprecedented global response by supporting the who strategic preparedness and response plan. as part of the agreement an initial portion of the money from the fund which currently stands at more than 127 milli. ,0
1463,during a mission to egypt to provide covid-19 technical support. the objectives of the mission were to understand the current situation review ongoing response activities provide on site technical support and identify strengths and gaps to guide response priorities. the mission which took experts to cairo and other places concluded that egypt is making substantial efforts to control covid-19 outbreak. significant work is being done especially in the areas of early detection laborator. ,0
1464,as the world comes together to tackle the covid-19 pandemic it is important to ensure that essential health services and operations are continued to protect the lives of people with tb and other diseases or health conditions. health services including national programmes to combat tb need to be actively engaged in ensuring an effective and rapid response to covid-19 while ensuring that tb services are maintained. in the lead- up to world tb day dr tedros adhanom ghebreyesus who director ge. ,0
1465,a new story book that aims to help children understand and come to terms with covid-19 has been produced by a collaboration of more than 50 organizations working in the humanitarian sector including the world health organization the united nations childrens fund the united nations high commissioner for refugees the international federation of red cross and red crescent societies and save the children. with the help of a fantasy creature ario my hero is you how kids can fight covid-19. ,0
1466,31 dec 2019 wuhan municipal health commission china reported a cluster of cases of pneumonia in wuhan hubei province. a novel coronavirus was eventually identified. 1 january 2020 who had set up the imst incident management support team across the three levels of the organization headquarters regional headquarters and country level putting the organization on an emergency footing for dealing with the outbreak. 4 january 2020 who reported on social media that there was a cl. ,0
1467,since late january 2020 who has been providing support to the response to covid-19 of the government of the islamic republic of afghanistan in the following areas training of health workers in infection prevention and control. health information and screening at the points of entry. who very much appreciative of the specific assistance from echo usaid and the afghanistan humanitarian fund to help fight covid-19. ,0
1468,on 31 december 2019 who was informed of a cluster of cases of pneumonia of unknown cause detected in wuhan city hubei province of china. chinese authorities identified the sars cov-2 as the causative virus on 7 january 2020 and the disease was named coronavirus disease 2019 covid-19 by who on 11 february 2020. as part of who s response to the outbreak a research and development r&d blueprint has been activated to accelerate the development of diagnostics vaccines and therapeutics for th. ,0
1469,as part of its public health response to covid-19 who has worked with partners to develop a factsheet which addresses myths and provides guidance during the pandemic alcohol and covid-19 what you need to know. fear and misinformation have generated a dangerous myth that consuming high strength alcohol can kill the covid-19 virus. it does not. consuming any alcohol poses health risks but consuming high strength ethyl alcohol ethanol particularly if it has been adulterated with methanol. ,0
1470,the ministry of health of djibouti confirmed the countrys first case of covid-19 a spanish national who arrived on a military flight and was directly put in quarantine. other spanish military passengers are being quarantined with support from the french military base. the first confirmed case of covid-19 in djibouti reaffirms the message that no country is immune to this disease and that surveillance prevention and hygiene promotion are the best preparedness actions a country can take. we m. ,0
1471,who s focus at all times is to ensure that all areas of the globe have the information they need to manage the health of their people. in a recent interview the who official who headed the joint international mission to china did not answer a question on taiwans response to the covid-19 outbreak. the question of taiwanese membership in who is up to who member states not who staff. however who is working closely with all health authorities who are facing the current coronavirus pandemic in. ,0
1472,geneva as the world comes together to tackle the covid-19 pandemic it is important to ensure that essential health services and operations are continued to protect the lives of people with tb and other diseases or health conditions. health services including national programmes to combat tb need to be actively engaged in ensuring an effective and rapid response to covid-19 while ensuring that tb services are maintained. in the lead- up to world tb day dr tedros adhanom ghebreyesus who d. ,0
1473,there is no evidence that the bacille calmette gurin vaccine bcg protects people against infection with covid-19 virus. two clinical trials addressing this question are underway and who will evaluate the evidence when it is available. in the absence of evidence who does not recommend bcg vaccination for the prevention of covid-19. who continues to recommend neonatal bcg vaccination in countries or settings with a high incidence of tuberculosis.1 there is experimental evidence from both ani. ,0
1474,thanks to the european commission support amounting to 30 million who euro is ensuring the procurement of medicines medical equipment and tests as well as personal protective equipment ppe for health care workers in 6 eastern partnership countries and who european region member states armenia azerbaijan belarus georgia the republic of moldova and ukraine. the support will allow these countries to meet immediate needs in their responses to covid-19. in addition training of medical a. ,0
1475,the first united nations solidarity flight is scheduled to leave addis ababa ethiopia today from there the aircraft will transport the vital medical cargo to all countries in africa where supplies are desperately needed to contain the spread of covid-19. who cargo is being transported by the united nations world food programme wfp and includes face shields gloves goggles gowns masks medical aprons and thermometers as well as ventilators. the cargo also includes a large quantit. ,0
1476,due to the global shortage who and the covid-19 crisis cell of basrah university in southern iraq have successfully produced urgently needed laboratory supplies to speed up testing of suspected cases. the university manufacturing team produced more than 1620 vtm in addition to 3200 nasal swabs. this new production along with the reverse transcriptase prc rt pcr kits provided by who has facilitated the testing of hundreds of suspected cases in southern iraq. the basrah crisis cell has al. ,0
1477,as the current outbreak of the coronavirus disease covid-19 continues to develop the world health organization who and the world tourism organization unwto are committed to working together in guiding the travel and tourism sectors response to covid-19. on 30 january 2020 the director general of the world health organization who declared the outbreak of covid-19 to be a public health emergency of international concern and issued a set of temporary recommendations. who did not recomme. ,0
1478,in a coordinated effort to combat the coronavirus covid-19 pandemic the international chamber of commerce icc and the world health organization who have agreed to work closely to ensure the latest and most reliable information and tailored guidance reaches the global business community. the covid-19 pandemic is a global health and societal emergency that requires effective immediate action by governments individuals and businesses. all businesses have a key role to play in minimising the. ,0
1479,who has issued guidance on mass gatherings with tools that help countries assess risks and determine if events should be cancelled or modified. who also published guidance specifically for religious leaders and faith based groups in the context of covid-19. the new guidance aims to help them better protect their communities throughout the pandemic. the guidance also includes information on safely holding gatherings where they are permitted using technology to maintain community and continue wor. ,0
1480,the haitian government is stepping up preparedness for a possible response to covid-19. the prime minister joseph jouthe met with representatives of the who paho office to discuss the actions needed focused in improving access to health services and hospitals to provide care for all who need it. to support the response who paho provided 500 test kits for covid-19 and training on laboratory diagnosis and detection of the disease. the prime minister affirmed commitment to increase funding for. ,0
1481,who europe published interim guidance on how to deal with the coronavirus disease covid-19 in prisons and other places of detention entitled preparedness prevention and control of covid-19 in prisons and other places of detention. the guidance provides useful information to staff and health care providers working in prisons and to prison authorities. it explains how to prevent and address a potential disease outbreak and stresses important human rights elements that must be respected in. ,0
1482,to gauge the need for supplies equipment and health work force requirements during the covid-19 pandemic who has developed a suite of complimentary surge calculators -- one for supplies and two for health workforce. covid-19 essential supplies forecasting tool projects essential supply needs including the estimation of personal protective equipment diagnostic equipment biomedical equipment for case management essential drugs for supportive care and consumable medical supplies. the hea. ,0
1483,the covid-19 pandemic is testing the resilience of robust health systems around the world. recognizing the heavy toll that malaria exacts on vulnerable populations in sub saharan africa as well as the regions fragile health infrastructure who underlines the critical importance of sustaining efforts to prevent detect and treat malaria. as covid-19 continues its rapid spread who would like to send a clear message to malaria affected countries in africa said dr pedro alonso director of th. ,0
1484,who europe held the second in a new series of weekly online media briefings and facebook live event to keep journalists and broadcasters across the european region up to date with the latest news and developments in the global effort to beat coronavirus. the covid-19 pandemic is impacting the global population in drastic ways. in many countries older people are facing the most threats and challenges at this time. although all age groups are at risk of contracting covid-19 older people face si. ,0
1485,this medical product alert warns consumers healthcare professionals and health authorities against a growing number of falsified medical products that claim to prevent detect treat or cure covid-19. the coronavirus disease covid-19 pandemic caused by the virus sars cov-2 has increased demand for medicines vaccines diagnostics and reagents all related to covid-19 creating an opportunity for ill intended persons to distribute falsified medical products due diligence is required from al. ,0
1486,who has received overwhelming pro bono support from technology companies to fight the covid-19 pandemic. on 2 april 30 of the worlds leading digital technology experts gathered in a virtual roundtable to help advance who s collaborative response to covid-19. this pandemic has triggered an unprecedented demand for digital health technology solutions and has revealed successful solutions such as for population screening tracking the infection prioritizing the use and allocation of resources. ,0
1487,this version updates the 27 march publication by providing definitions of droplets by particle size and adding three relevant publications. modes of transmission of the covid-19 virus respiratory infections can be transmitted through droplets of different sizes when the droplet particles are 5 10 m in diameter they are referred to as respiratory droplets and when then are 5 m in diameter they are referred to as droplet nuclei.1 according to current evidence covid-19 virus is primarily t. ,0
1488,the covid-19 pandemic is straining health systems worldwide. the rapidly increasing demand on health facilities and health care workers threatens to leave some health systems overstretched and unable to operate effectively. previous outbreaks have demonstrated that when health systems are overwhelmed mortality from vaccine preventable and other treatable conditions can also increase dramatically. during the 2014 2015 ebola outbreak the increased number of deaths caused by measles malaria hi. ,0
1489,the world health organization who regional office for africa hosted its first virtual hackathon bringing together 100 leading innovators from across sub saharan africa in a bid to pioneer creative local solutions to the covid-19 pandemic and address critical gaps in the regional response. proposed solution uses a mobile platform that incorporates screening at the community level mass testing and validation as well as the mapping of risk levels in different areas in real time for stakeholde. ,0
1490,a team of experts from the world health organization who concluded a covid-19 technical support mission to egypt on 25 march 2020. the objectives of the mission were to understand the current situation review ongoing response activities provide on site technical support as needed and identify strengths and gaps to guide response priorities. considerable efforts have been made by the government in allocating additional dedicated human and financial resources needed to contain the outbreak. ,0
1491,who experts and partners are assisting the lao ministry of health in all aspects of preparedness and response. these include sourcing medical equipment such as ventilators and laboratory equipment and medical supplies such as masks eye protectors and other protective equipment plus the materials needed to test. providing guidance and training on use of medical equipment and supplies. technical support for preparedness planning for detection of covid-19 cases contact tracing and labor. ,0
1492,this new searchable database provides access to technical guidelines scientific publications and ongoing research protocols from the americas and affected countries worldwide regarding the coronavirus disease covid-19 pandemic. recommendations and guidance from the pan american health organization and the world health organization are also included making it a useful platform of trusted information for decision and policy making authorities researchers health professionals and individua. ,0
1493,as of todays reports the global number of confirmed cases of covid-19 has surpassed 100 000. as we mark this sombre moment the world health organization who reminds all countries and communities that the spread of this virus can be significantly slowed or even reversed through the implementation of robust containment and control activities. china and other countries are demonstrating that spread of the virus can be slowed and impact reduced through the use of universally applicable actions. ,0
1494,no pharmaceutical products have yet been shown to be safe and effective for the treatment of covid-19. however a number of medicines have been suggested as potential investigational therapies many of which are now being or will soon be studied in clinical trials including the solidarity trial co sponsored by who and participating countries. in many countries doctors are giving covid-19 patients medicines that have not been approved for this disease. the use of licensed medicines for indicat. ,0
1495,the covid-19 health system response monitor hsrm is a new online platform to provide countries and stakeholders in the who european region with evidence of how national health systems are responding to the covid-19 pandemic. hsrm currently includes up to date information for the following countries more countries will be added to the platform. the new website will systematically map and analyse health system responses to the pandemic across the region. it is a joint undertaking between the. ,0
1496,the first united nations solidarity flight to addis ababa transported the vital medical cargo to all countries in africa where supplies are desperately needed to contain the spread of covid-19. who cargo was transported by the united nations world food programme wfp and included one million face masks as well as personal protective equipment such as face shields gloves goggles gowns medical aprons enough to protect health workers who are treating more than 30 000 patients across the. ,0
1497,who has listed the first two diagnostic tests for emergency use during the covid-19 pandemic. the move should help increase access to quality assured accurate tests for the disease. it also means that the tests can now be supplied by the united nations and other procurement agencies supporting the covid-19 response. both in vitro diagnostics the tests are genesig real time pcr coronavirus covid-19 and cobas sars cov-2 qualitative assay for use on the cobas 6800/8800 systems. the emergenc. ,0
1498,the covid-19 pandemic is having a devastating impact across the world. efforts to contain the coronavirus are vital to the health of the worlds population but they are also exposing children to increased risk of violence including maltreatment gender based violence and sexual exploitation. as leaders of organisations committed to ending violence against children we come together in solidarity to share our deep concern call for action and pledge our support to protect children from violen. ,0
1499,in response to the growing covid-19 pandemic and shortages of laboratory based molecular testing capacity and reagents multiple diagnostic test manufacturers have developed and begun selling rapid and easy to use devices to facilitate testing outside of laboratory settings. these simple test kits are based either on detection of proteins from the covid-19 virus in respiratory samples e.g. sputum throat swab or detection in blood or serum of human antibodies generated in response to infecti. ,0
1500,the who country office in china supported by the regional office for the western pacific and global headquarters has provided the government of china with technical advice on detection testing isolation and quarantine measures to support a rapid response to contain the outbreak since the start. who works closely with chinese experts and other partners to better understand the virus and ensure all players work together in collaboration. who plays a critical role in providing advice to the p. ,0
1501,the world health organization called on member states in south east asia region to urgently scale up aggressive measures to combat covid-19 as confirmed cases cross 480 and the disease claims eight lives. the situation is evolving rapidly. we need to immediately scale up all efforts to prevent the virus from infecting more people said dr poonam khetrapal singh regional director who south east asia region. eight of the 11 countries of who south east asia region have confirmed cases of covi. ,0
1502,who paho is implementing a comprehensive plan to support country preparedness efforts for the outbreak associated with the new coronavirus covid-19. virus detection requires high complexity tests that identify the specific genetic fingerprint of the virus. to support the implementation of the virus detection in barbados who paho conducted trainings at the best dos santos public health laboratory. the two day training which commenced on 10 february 2020 was facilitated by virologist dr lione. ,0
1503,azerbaijan is 1 of the 17 countries in the who european region that is receiving personal protective equipment and laboratory testing kits from who with a first round in february and a second one currently being shipped. who deployed experts to the country for a mission to support preparedness and response. during the five day mission the team visited national and regional hospitals laboratories discussed the national plan to detect and treat people with covid-19. the team also worked with. ,0
1504,"when kenya announced the countrys first case of covid-19 the government shifted swiftly into response mode. with the help of who the kenyan government had already created four rapid response teams in the ministry of healths emergency operations centre set up a hotline and established a coronavirus isolation and treatment unit at kenyatta national referral hospital. dr. jackson njoroge is one of 1,500 clinicians trained as a rapid responder to the outbreak. as dr. njoroge checked the perso. ",0
1505,in an effort to better inform the world about codiv-19 the who has launched a facebook messenger version of its who health alert platform offering instant and accurate information about covid-19 via facebooks global reach. the who s health alert interactive service can now be accessed in english french spanish and arabic through who s official facebook page by selecting send message or through the dedicated messenger link. the who health alert service has already reached 12 million. ,0
1506,who has released a substantial update to its covid-19 information dashboard. it allows access to current and reliable data on covid-19 cases submitted directly to who by countries. the upgrade was developed and supported by the who technology for covid-19 initiative a pro bono collaboration of technology companies brought together by who to fight the pandemic. a prominent new feature is the release of the mobile friendly version. in addition the dashboard has a clean and modern interface and. ,0
1507,real time training during global emergencies is critical for effective preparedness and response. the covid-19 channel provides learning resources for health professionals decision makers and the public for the outbreak of coronavirus disease covid-19. as the outbreak continues to evolve new resources will be added and existing courses will be updated to best reflect the changing context. please visit the covid-19 national languages channel to access the courses in additional languages. ,0
1508,a team of who experts is currently in azerbaijan working with the national response committee to develop a 36-month national preparedness and response plan for covid-19. to date azerbaijan has confirmed a small number of imported cases of covid-19. the country shares a border with iran where many cases of covid-19 have been confirmed. during the 5-day mission on 913 march the team is coordinating with the ministry of health and the agency for health care management tabib and visiting. ,0
1509,in the face of the covid-19 crisis we are all vulnerable. the virus has shown that it does not discriminate but many refugees those forcibly displaced the stateless and migrants are at heightened risk. three quarters of the worlds refugees and many migrants are hosted in developing regions where health systems are already overwhelmed and under capacitated. many live in overcrowded camps settlements makeshift shelters or reception centers where they lack adequate access to health servic. ,0
1510,a who tool for rapid flexible and cost effective monitoring of public knowledge risk perceptions behaviours and trust is now available to countries in the who european region to make their covid-19-related response relevant and actionable. the outbreak is placing an overwhelming burden on health systems and authorities to respond with effective and appropriate interventions policies and messages. one of the most critical elements of reducing virus transmission is public behaviour. ,0
1511,through a series of trainings and simulation exercises as well as delivery of personal protective equipment ppe and test kits the ministry of health of kyrgyzstan in collaboration with who and partners has been taking measures to ensure the country is better equipped to respond to a covid-19 outbreak. who with partners delivered 1300 test kits 10 000 surgical masks and pairs of gloves 1400 gowns and 200 pairs of protective goggles and face masks. in addition who kyrgyzstan office local. ,0
1512,on 23 march saudi arabia helped airlift who medical equipment and supplies from who s logistics hub in dubai to aden yemen. the shipment which included personal protective items for health workers laboratory screening tests trauma medication and other medical supplies was to be distributed to sanaa and aden to support readiness for covid-19 as well as to the humanitarian response to the ongoing conflict. on 9 march saudi arabia delivered a shipment of medical equipment to wuhan city in. ,0
1513,geneva new york the international federation of the red cross ifrc unicef and the world health organization who today issued new guidance to help protect children and schools from transmission of the covid-19 virus. the guidance provides critical considerations and practical checklists to keep schools safe. it also advises national and local authorities on how to adapt and implement emergency plans for educational facilities. in the event of school closures the guidance includes recomme. ,0
1514,geneva 23 march 2020 fifa the international governing body of football and the world health organization who have teamed up to combat the coronavirus covid-19 by launching a new awareness campaign led by world renowned footballers who are calling on all people around the world to follow five key steps to stop the spread of the disease. the pass the message to kick out coronavirus campaign promotes five key steps for people to follow to protect their health in line with who guidance. ,0
1515,dr tedros adhanom ghebreyesus director general of the world health organization addressed heads of state at todays extraordinary g20 leaders summit focused on covid-19. he told them you have come together to confront the defining health crisis of our time we are at war with a virus that threatens to tear us apart if we let it. he welcomed the g20s initiative to find joint solutions and work together this is a global crisis that requires a global response. dr tedros call was cle. ,0
1516,who has launched a dedicated messaging services in arabic english french hindi italian spanish and portuguese with partners whatsapp and facebook to keep people safe from coronavirus. this easy to use messaging service has the potential to reach 2 billion people and enables who to get information directly into the hands of the people that need it. from government leaders to health workers and family and friends this messaging service provides the latest news and information on coronavirus. ,0
1517,7 april 2020 nurses account for more than half of all the worlds health workers providing vital services throughout the health system. around the world they are demonstrating their compassion bravery and courage as they respond to the covid-19 pandemic and never before has their value been more clearly demonstrated. a new report by who in partnership with the international council of nurses and nursing now released today reveals that there are just under 28 million nurses worldwide. b. ,0
1518,the overall goal of the joint mission was to rapidly inform national china and international planning on next steps in the response to the ongoing outbreak of the novel coronavirus disease covid-19 and on next steps in readiness and preparedness for geographic areas not yet affected. the findings in this report are based on the joint missions review of national and local governmental reports discussions on control and prevention measures with national and local experts and response teams. ,0
1519,benin the west african nation had set up a range of digital platforms to help combat both the spread of the disease and what the world health organization who has called infodemic of misinformation around it. with the help of who a state appointed team of around 15 people is using who guidelines to disseminate information on prevention and highlight the actions being taken by health authorities to deal with the unfolding crisis. in addition to a centralized official government platform t. ,0
1520,on monday april 6 who will host a virtual meeting to facilitate communication collaboration and exchange between national ethics committees from around the world to help countries respond to the ethical challenges presented by covid-19. this meeting will be chaired by hugh whittall from the nuffield council on bioethics. ,0
1521,the world health organization who regional office for africa today launched the first online training for emergency responders to bolster efforts in tackling the virus. the two hour session via video link drew 500 participants and focused on the clinical symptoms of the virus how to triage covid-19 cases treat complications manage severely ill patients laboratory testing strategy as well as quarantine strategies. in addition who in africa launched a 10-point strategy calling for the esta. ,0
1522,to help countries in the region who europe has issued technical guidance to make transparent and evidence informed decisions about which health- and social care services are essential and which may be postponed deferred or delivered through other means and train repurpose and mobilize the health workforce to meet the surge in demand protect the physical health of frontline health workers and provide them with mental health and psychosocial support. the technical guidance sets out 10. ,0
1523,a new who interactive chatbot on rakuten viber aims to get accurate information about covid-19 to people in multiple languages. the partnership with rakuten viber gives who the potential to reach over 1 billion people in their local language directly through their mobile phones. who s aim is to reach as many people as possible with reliable health information through innovative digital technology. information is powerful and can help save lives during this pandemic said dr tedros adhanom gh. ,0
1524,the response to the covid-19 pandemic raises a number of difficult ethical issues related to e.g. clinical trials social distancing priority setting health care workers rights and obligations etc. who has established an international working group on ethics covid-19 in order to develop advice on key ethical questions that member states need to address. ethical standards for research during public health emergencies distilling existing guidance to support covid-19 r&d key criteria for. ,0
1525,"the islamic republic of iran reported more than 27,000 confirmed cases of covid-19. like every country its health system is being challenged by the pandemic. since the first case was reported on 19 february who has sent seven shipments of emergency medical supplies to the country including two medicines part of a global research study on treatments for covid-19 called the solidarity trial. these important medicines will not only support the treatment of patients but will also help the cou. ",0
1526,who calls on industry and governments to increase manufacturing by 40 per cent to meet rising global demand the world health organization has warned that severe and mounting disruption to the global supply of personal protective equipment ppe caused by rising demand panic buying hoarding and misuse is putting lives at risk from the new coronavirus and other infectious diseases. healthcare workers rely on personal protective equipment to protect themselves and their patients from being. ,0
1527,much loved childrens authors are joining an initiative to read extracts of their books to millions of children and young people currently living in isolation amid the covid-19 pandemic. read the world is a collaboration between the international publishers association ipa the world health organization who and unicef. it kicks off today on international childrens book day at 15.00 gmt/17.00 cet with italian author elisabetta dami creator of the popular character geronimo stilton. the. ,0
1528,one world together at home global special will be broadcast on major television networks and streamed online on saturday 18 april from 18:00 gmt. this virtual concert organized by who and international advocacy organization global citizen will bring together people who are affected by the covid-19 pandemic to take meaningful actions to protect health and to support the global covid-19 response. it will also celebrate and support brave healthcare workers doing life saving work on the fro. ,0
1529,the twenty fourth meeting of the emergency committee under the international health regulations 2005 ihr on the international spread of poliovirus was convened by the director general on 26 march 2020 with committee members only attending via teleconference supported by the who secretariat. in order to ease the burden on affected state parties in the exceptional situation following the determination of the covid-19 outbreak as a public health emergency of international concern pheic on 30. ,0
1530,who launched a dedicated messaging services in arabic english french and spanish with partners whatsapp and facebook to keep people safe from coronavirus. this easy to use messaging service has the potential to reach 2 billion people and enables who to get information directly into the hands of the people that need it. in addition a new who interactive chatbot on rakuten viber aims to get accurate information about covid-19 to people in multiple languages. the partnership with rakuten viber. ,0
1531,leading health experts from around the world have been meeting at the world health organizations geneva headquarters to assess the current level of knowledge about the new covid-19 disease identify gaps and work together to accelerate and fund priority research needed to help stop this outbreak and prepare for any future outbreaks. the 2-day forum was convened in line with the who r&d blueprint a strategy for developing drugs and vaccines before epidemics and accelerating research and deve. ,0
1532,ethiopia is among 13 african countries the world health organization who considers as top priority for covid-19 readiness due to direct links or a high volume of travel to china. the world health organization is supporting countries across africa to step up measures necessary to quickly diagnose and control widespread infection should the virus transmission reach the continent. ethiopia is strengthening surveillance diagnostics and medical care and public health information and education i. ,0
1533,who is working closely with the syrian ministry of health to enhance syrias preparedness and response to covid-19 focussing on surveillance laboratory capacity protecting health workers and improving awareness and communication. who s support focuses on 4 main priorities who has provided the ministry of health with infrared thermometers and by installing a thermo graphic scanner at damascus international airport. who has provided the central public health laboratory with supplies and testi. ,0
1534,who continues to work with the pandemic supply chain network to ensure all at risk and critically affected countries are supported. countries in the region are participating in the who solidarity trial. india indonesia and thailand have signed up for the multi country trial which will compare the safety and effectiveness of four different drugs or drug combinations against covid-19. ,0
1535,fifa has joined forces with the united nations un and the world health organization who in supporting the beactive campaign launched on the un international day of sport for development and peace to encourage people to be healthyathome as the world comes together in the fight against covid-19 today and every day. who recommends all healthy adults do at least 30 minutes a day of physical activity and children at least 60 minutes per day. as part of this beactive and remain healthyathom. ,0
1536,who is proactively strengthening national disease surveillance capacities in iraq and providing case definition and management training in addition to large scale risk communications activities. hundreds of thousands of prevention and transmission control messages were printed and provided to 20 directorates of health in the 18 governorates including the kurdistan region governorates of erbil dohuk and suleimaniya. who is also working with the federal and regional ministries of health to in. ,0
